,OBJECTID,Short_Name,Full_Name
2064,2065,B14005e25,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: High school graduate (includes equivalency): Not in labor force: Population 16 to 19 years -- (Estimate)
2065,2066,B14005m25,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: High school graduate (includes equivalency): Not in labor force: Population 16 to 19 years -- (Margin of Error)
2066,2067,B14005e26,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Population 16 to 19 years -- (Estimate)
2067,2068,B14005m26,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Population 16 to 19 years -- (Margin of Error)
2068,2069,B14005e27,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Employed: Population 16 to 19 years -- (Estimate)
2069,2070,B14005m27,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Employed: Population 16 to 19 years -- (Margin of Error)
2070,2071,B14005e28,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Unemployed: Population 16 to 19 years -- (Estimate)
2071,2072,B14005m28,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Unemployed: Population 16 to 19 years -- (Margin of Error)
2072,2073,B14005e29,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Not in labor force: Population 16 to 19 years -- (Estimate)
2073,2074,B14005m29,SEX BY SCHOOL ENROLLMENT BY EDUCATIONAL ATTAINMENT BY EMPLOYMENT STATUS FOR THE POPULATION 16 TO 19 YEARS: Female: Not enrolled in school: Not high school graduate: Not in labor force: Population 16 to 19 years -- (Margin of Error)
2074,2075,B14007e1,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Total: Population 3 years and over -- (Estimate)
2075,2076,B14007m1,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Total: Population 3 years and over -- (Margin of Error)
2076,2077,B14007e2,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Population 3 years and over -- (Estimate)
2077,2078,B14007m2,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Population 3 years and over -- (Margin of Error)
2078,2079,B14007e3,"SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in nursery school, preschool: Population 3 years and over -- (Estimate)"
2079,2080,B14007m3,"SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in nursery school, preschool: Population 3 years and over -- (Margin of Error)"
2080,2081,B14007e4,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in kindergarten: Population 3 years and over -- (Estimate)
2081,2082,B14007m4,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in kindergarten: Population 3 years and over -- (Margin of Error)
2082,2083,B14007e5,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 1: Population 3 years and over -- (Estimate)
2083,2084,B14007m5,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 1: Population 3 years and over -- (Margin of Error)
2084,2085,B14007e6,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 2: Population 3 years and over -- (Estimate)
2085,2086,B14007m6,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 2: Population 3 years and over -- (Margin of Error)
2086,2087,B14007e7,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 3: Population 3 years and over -- (Estimate)
2087,2088,B14007m7,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 3: Population 3 years and over -- (Margin of Error)
2088,2089,B14007e8,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 4: Population 3 years and over -- (Estimate)
2089,2090,B14007m8,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 4: Population 3 years and over -- (Margin of Error)
2090,2091,B14007e9,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 5: Population 3 years and over -- (Estimate)
2091,2092,B14007m9,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 5: Population 3 years and over -- (Margin of Error)
2092,2093,B14007e10,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 6: Population 3 years and over -- (Estimate)
2093,2094,B14007m10,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 6: Population 3 years and over -- (Margin of Error)
2094,2095,B14007e11,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 7: Population 3 years and over -- (Estimate)
2095,2096,B14007m11,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 7: Population 3 years and over -- (Margin of Error)
2096,2097,B14007e12,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 8: Population 3 years and over -- (Estimate)
2097,2098,B14007m12,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 8: Population 3 years and over -- (Margin of Error)
2098,2099,B14007e13,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 9: Population 3 years and over -- (Estimate)
2099,2100,B14007m13,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 9: Population 3 years and over -- (Margin of Error)
2100,2101,B14007e14,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 10: Population 3 years and over -- (Estimate)
2101,2102,B14007m14,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 10: Population 3 years and over -- (Margin of Error)
2102,2103,B14007e15,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 11: Population 3 years and over -- (Estimate)
2103,2104,B14007m15,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 11: Population 3 years and over -- (Margin of Error)
2104,2105,B14007e16,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 12: Population 3 years and over -- (Estimate)
2105,2106,B14007m16,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in grade 12: Population 3 years and over -- (Margin of Error)
2106,2107,B14007e17,"SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in college, undergraduate years: Population 3 years and over -- (Estimate)"
2107,2108,B14007m17,"SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Enrolled in college, undergraduate years: Population 3 years and over -- (Margin of Error)"
2108,2109,B14007e18,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Graduate or professional school: Population 3 years and over -- (Estimate)
2109,2110,B14007m18,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Enrolled in school: Graduate or professional school: Population 3 years and over -- (Margin of Error)
2110,2111,B14007e19,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Not enrolled in school: Population 3 years and over -- (Estimate)
2111,2112,B14007m19,SCHOOL ENROLLMENT BY DETAILED  LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER: Not enrolled in school: Population 3 years and over -- (Margin of Error)
2112,2113,B14007Ae1,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Total: White alone population 3 years and over -- (Estimate)
2113,2114,B14007Am1,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Total: White alone population 3 years and over -- (Margin of Error)
2114,2115,B14007Ae2,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: White alone population 3 years and over -- (Estimate)
2115,2116,B14007Am2,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: White alone population 3 years and over -- (Margin of Error)
2116,2117,B14007Ae3,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in nursery school, preschool: White alone population 3 years and over -- (Estimate)"
2117,2118,B14007Am3,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in nursery school, preschool: White alone population 3 years and over -- (Margin of Error)"
2118,2119,B14007Ae4,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in kindergarten: White alone population 3 years and over -- (Estimate)
2119,2120,B14007Am4,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in kindergarten: White alone population 3 years and over -- (Margin of Error)
2120,2121,B14007Ae5,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 1: White alone population 3 years and over -- (Estimate)
2121,2122,B14007Am5,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 1: White alone population 3 years and over -- (Margin of Error)
2122,2123,B14007Ae6,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 2: White alone population 3 years and over -- (Estimate)
2123,2124,B14007Am6,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 2: White alone population 3 years and over -- (Margin of Error)
2124,2125,B14007Ae7,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 3: White alone population 3 years and over -- (Estimate)
2125,2126,B14007Am7,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 3: White alone population 3 years and over -- (Margin of Error)
2126,2127,B14007Ae8,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 4: White alone population 3 years and over -- (Estimate)
2127,2128,B14007Am8,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 4: White alone population 3 years and over -- (Margin of Error)
2128,2129,B14007Ae9,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 5: White alone population 3 years and over -- (Estimate)
2129,2130,B14007Am9,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 5: White alone population 3 years and over -- (Margin of Error)
2130,2131,B14007Ae10,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 6: White alone population 3 years and over -- (Estimate)
2131,2132,B14007Am10,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 6: White alone population 3 years and over -- (Margin of Error)
2132,2133,B14007Ae11,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 7: White alone population 3 years and over -- (Estimate)
2133,2134,B14007Am11,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 7: White alone population 3 years and over -- (Margin of Error)
2134,2135,B14007Ae12,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 8: White alone population 3 years and over -- (Estimate)
2135,2136,B14007Am12,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 8: White alone population 3 years and over -- (Margin of Error)
2136,2137,B14007Ae13,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 9: White alone population 3 years and over -- (Estimate)
2137,2138,B14007Am13,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 9: White alone population 3 years and over -- (Margin of Error)
2138,2139,B14007Ae14,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 10: White alone population 3 years and over -- (Estimate)
2139,2140,B14007Am14,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 10: White alone population 3 years and over -- (Margin of Error)
2140,2141,B14007Ae15,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 11: White alone population 3 years and over -- (Estimate)
2141,2142,B14007Am15,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 11: White alone population 3 years and over -- (Margin of Error)
2142,2143,B14007Ae16,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 12: White alone population 3 years and over -- (Estimate)
2143,2144,B14007Am16,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in grade 12: White alone population 3 years and over -- (Margin of Error)
2144,2145,B14007Ae17,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in college, undergraduate years: White alone population 3 years and over -- (Estimate)"
2145,2146,B14007Am17,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Enrolled in college, undergraduate years: White alone population 3 years and over -- (Margin of Error)"
2146,2147,B14007Ae18,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Graduate or professional school: White alone population 3 years and over -- (Estimate)
2147,2148,B14007Am18,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Enrolled in school: Graduate or professional school: White alone population 3 years and over -- (Margin of Error)
2148,2149,B14007Ae19,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Not enrolled in school: White alone population 3 years and over -- (Estimate)
2149,2150,B14007Am19,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (WHITE ALONE): Not enrolled in school: White alone population 3 years and over -- (Margin of Error)
2150,2151,B14007Be1,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone population 3 years and over -- (Estimate)
2151,2152,B14007Bm1,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Total: Black or African American alone population 3 years and over -- (Margin of Error)
2152,2153,B14007Be2,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Black or African American alone population 3 years and over -- (Estimate)
2153,2154,B14007Bm2,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Black or African American alone population 3 years and over -- (Margin of Error)
2154,2155,B14007Be3,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in nursery school, preschool: Black or African American alone population 3 years and over -- (Estimate)"
2155,2156,B14007Bm3,"SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in nursery school, preschool: Black or African American alone population 3 years and over -- (Margin of Error)"
2156,2157,B14007Be4,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in kindergarten: Black or African American alone population 3 years and over -- (Estimate)
2157,2158,B14007Bm4,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in kindergarten: Black or African American alone population 3 years and over -- (Margin of Error)
2158,2159,B14007Be5,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 1: Black or African American alone population 3 years and over -- (Estimate)
2159,2160,B14007Bm5,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 1: Black or African American alone population 3 years and over -- (Margin of Error)
2160,2161,B14007Be6,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 2: Black or African American alone population 3 years and over -- (Estimate)
2161,2162,B14007Bm6,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 2: Black or African American alone population 3 years and over -- (Margin of Error)
2162,2163,B14007Be7,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 3: Black or African American alone population 3 years and over -- (Estimate)
2163,2164,B14007Bm7,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 3: Black or African American alone population 3 years and over -- (Margin of Error)
2164,2165,B14007Be8,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 4: Black or African American alone population 3 years and over -- (Estimate)
2165,2166,B14007Bm8,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 4: Black or African American alone population 3 years and over -- (Margin of Error)
2166,2167,B14007Be9,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 5: Black or African American alone population 3 years and over -- (Estimate)
2167,2168,B14007Bm9,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 5: Black or African American alone population 3 years and over -- (Margin of Error)
2168,2169,B14007Be10,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 6: Black or African American alone population 3 years and over -- (Estimate)
2169,2170,B14007Bm10,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 6: Black or African American alone population 3 years and over -- (Margin of Error)
2170,2171,B14007Be11,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 7: Black or African American alone population 3 years and over -- (Estimate)
2171,2172,B14007Bm11,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 7: Black or African American alone population 3 years and over -- (Margin of Error)
2172,2173,B14007Be12,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 8: Black or African American alone population 3 years and over -- (Estimate)
2173,2174,B14007Bm12,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 8: Black or African American alone population 3 years and over -- (Margin of Error)
2174,2175,B14007Be13,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 9: Black or African American alone population 3 years and over -- (Estimate)
2175,2176,B14007Bm13,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 9: Black or African American alone population 3 years and over -- (Margin of Error)
2176,2177,B14007Be14,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 10: Black or African American alone population 3 years and over -- (Estimate)
2177,2178,B14007Bm14,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 10: Black or African American alone population 3 years and over -- (Margin of Error)
2178,2179,B14007Be15,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 11: Black or African American alone population 3 years and over -- (Estimate)
2179,2180,B14007Bm15,SCHOOL ENROLLMENT BY DETAILED LEVEL OF SCHOOL FOR THE POPULATION 3 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE): Enrolled in school: Enrolled in grade 11: Black or African American alone population 3 years and over -- (Margin of Error)
